nohup: ignoring input
/s/luffy/b/nobackup/mgorb/anaconda/envs/transformers/lib/python3.7/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: /s/luffy/b/nobackup/mgorb/anaconda/envs/transformers/lib/python3.7/site-packages/torchvision/image.so: undefined symbol: _ZN3c106detail19maybe_wrap_dim_slowEllb
  warn(f"Failed to load image Python extension: {e}")
Using Device cuda:2
Files already downloaded and verified
2425024
conv1.weight
True
conv2.weight
True
conv3.weight
True
conv4.weight
True
fc1.weight
True
fc2.weight
True
fc3.weight
True
Epoch: 1, Train loss: 1.6924906969070435, Test loss: 1.3651418972015381, Test Acc: 50.56
Epoch: 55, Train loss: 0.2003524899482727, Test loss: 0.532641891670227, Test Acc: 84.92
Epoch: 56, Train loss: 0.19686347246170044, Test loss: 0.5181701155662537, Test Acc: 85.71
Epoch: 57, Train loss: 0.20359769463539124, Test loss: 0.5311029258728027, Test Acc: 85.47
Epoch: 58, Train loss: 0.19342675805091858, Test loss: 0.5272194585323334, Test Acc: 85.6
Epoch: 59, Train loss: 0.19545206427574158, Test loss: 0.5256415361404418, Test Acc: 85.5
Epoch: 60, Train loss: 0.1901368945837021, Test loss: 0.5198029676437378, Test Acc: 85.85
Epoch: 61, Train loss: 0.18883197009563446, Test loss: 0.5316200825691223, Test Acc: 85.49
Epoch: 62, Train loss: 0.183767169713974, Test loss: 0.5391505084991455, Test Acc: 85.52
Epoch: 63, Train loss: 0.18333348631858826, Test loss: 0.5305361938476563, Test Acc: 85.74
Epoch: 64, Train loss: 0.18347550928592682, Test loss: 0.5326243542671204, Test Acc: 85.37
Epoch: 65, Train loss: 0.18130679428577423, Test loss: 0.5628917609691619, Test Acc: 85.34
Epoch: 66, Train loss: 0.17897357046604156, Test loss: 0.5487511973381043, Test Acc: 85.38
Epoch: 67, Train loss: 0.18186937272548676, Test loss: 0.5666066546440125, Test Acc: 85.02
Epoch: 68, Train loss: 0.17117935419082642, Test loss: 0.5790329916000366, Test Acc: 85.31
Epoch: 69, Train loss: 0.17503882944583893, Test loss: 0.5580298723220826, Test Acc: 85.68
Epoch: 70, Train loss: 0.17223325371742249, Test loss: 0.5498009244918823, Test Acc: 85.84
Epoch: 71, Train loss: 0.17141573131084442, Test loss: 0.5536863880157471, Test Acc: 85.93
Epoch: 72, Train loss: 0.17024961113929749, Test loss: 0.5132267920494079, Test Acc: 85.63
Epoch: 73, Train loss: 0.1658499836921692, Test loss: 0.585643377828598, Test Acc: 85.2
Epoch: 74, Train loss: 0.1669817864894867, Test loss: 0.5663516429901123, Test Acc: 85.97
Epoch: 75, Train loss: 0.1657177358865738, Test loss: 0.521056111907959, Test Acc: 86.19
Epoch: 76, Train loss: 0.16402775049209595, Test loss: 0.5704954324245453, Test Acc: 85.53
Epoch: 77, Train loss: 0.15748363733291626, Test loss: 0.5788374123334885, Test Acc: 85.58
Epoch: 78, Train loss: 0.15707294642925262, Test loss: 0.5614382695198059, Test Acc: 85.79
Epoch: 79, Train loss: 0.1618640124797821, Test loss: 0.5625952067375183, Test Acc: 85.75
Epoch: 80, Train loss: 0.16130515933036804, Test loss: 0.5669059228897094, Test Acc: 85.39
Epoch: 81, Train loss: 0.15347814559936523, Test loss: 0.5637734037399292, Test Acc: 85.24
Epoch: 82, Train loss: 0.15571124851703644, Test loss: 0.5402357236146927, Test Acc: 86.09
Epoch: 83, Train loss: 0.15923930704593658, Test loss: 0.6197700577259063, Test Acc: 85.37
Epoch: 84, Train loss: 0.15151458978652954, Test loss: 0.557427788734436, Test Acc: 86.29
Epoch: 85, Train loss: 0.15374785661697388, Test loss: 0.5728572372913361, Test Acc: 86.01
Epoch: 86, Train loss: 0.1481168270111084, Test loss: 0.5699009202957154, Test Acc: 86.11
Epoch: 87, Train loss: 0.14749586582183838, Test loss: 0.5609468127727508, Test Acc: 85.79
Epoch: 88, Train loss: 0.14947810769081116, Test loss: 0.5660281927108765, Test Acc: 85.81
Epoch: 89, Train loss: 0.1473522186279297, Test loss: 0.5841553542613983, Test Acc: 85.96
Epoch: 90, Train loss: 0.14652365446090698, Test loss: 0.6099959362506866, Test Acc: 85.58
Epoch: 91, Train loss: 0.14561472833156586, Test loss: 0.5952937947511673, Test Acc: 85.85
Epoch: 92, Train loss: 0.1491641253232956, Test loss: 0.5656665680408478, Test Acc: 86.03
Epoch: 93, Train loss: 0.1450451761484146, Test loss: 0.5885626724720001, Test Acc: 86.0
Epoch: 94, Train loss: 0.13991841673851013, Test loss: 0.5857801221847534, Test Acc: 85.81
Epoch: 95, Train loss: 0.14216382801532745, Test loss: 0.5977164141654968, Test Acc: 85.99
Epoch: 96, Train loss: 0.15123020112514496, Test loss: 0.5638936040878296, Test Acc: 86.01
Epoch: 97, Train loss: 0.14514458179473877, Test loss: 0.587671251296997, Test Acc: 85.15
Epoch: 98, Train loss: 0.1471959948539734, Test loss: 0.5914116215705871, Test Acc: 86.2
Epoch: 99, Train loss: 0.1443118005990982, Test loss: 0.5913179649353028, Test Acc: 85.77
Epoch: 100, Train loss: 0.13784147799015045, Test loss: 0.5898474870681762, Test Acc: 85.79
Epoch: 101, Train loss: 0.14129140973091125, Test loss: 0.5920898811340332, Test Acc: 85.7
Epoch: 102, Train loss: 0.13509580492973328, Test loss: 0.6210132981300354, Test Acc: 85.7
Epoch: 103, Train loss: 0.13832992315292358, Test loss: 0.5930254858016968, Test Acc: 86.08
Epoch: 104, Train loss: 0.13979002833366394, Test loss: 0.5961218138694763, Test Acc: 85.83
Epoch: 105, Train loss: 0.13448917865753174, Test loss: 0.5788250955581665, Test Acc: 86.07
Epoch: 106, Train loss: 0.13551364839076996, Test loss: 0.5959867456436158, Test Acc: 86.36
Epoch: 107, Train loss: 0.12971629202365875, Test loss: 0.6060568681716919, Test Acc: 86.05
Epoch: 108, Train loss: 0.13780426979064941, Test loss: 0.5684701602935791, Test Acc: 86.07
Epoch: 109, Train loss: 0.13762398064136505, Test loss: 0.6044640851974488, Test Acc: 86.1
Epoch: 110, Train loss: 0.1268485188484192, Test loss: 0.6226975788116456, Test Acc: 86.13
Epoch: 111, Train loss: 0.129585862159729, Test loss: 0.6029574270248413, Test Acc: 85.98
Epoch: 112, Train loss: 0.13558050990104675, Test loss: 0.6196753573894501, Test Acc: 86.54
Epoch: 113, Train loss: 0.12657998502254486, Test loss: 0.6176256643295288, Test Acc: 86.13
Epoch: 114, Train loss: 0.12598896026611328, Test loss: 0.6570039886474609, Test Acc: 85.68
Epoch: 115, Train loss: 0.13202495872974396, Test loss: 0.5980083532333375, Test Acc: 85.88
Epoch: 116, Train loss: 0.12709514796733856, Test loss: 0.6343082730293274, Test Acc: 85.52
Epoch: 117, Train loss: 0.1274757981300354, Test loss: 0.6355191922187805, Test Acc: 86.0
Epoch: 118, Train loss: 0.12507367134094238, Test loss: 0.59711401014328, Test Acc: 86.43
Epoch: 119, Train loss: 0.1277298927307129, Test loss: 0.600092784500122, Test Acc: 86.03
Epoch: 120, Train loss: 0.12339595705270767, Test loss: 0.6348101409912109, Test Acc: 85.9
Epoch: 121, Train loss: 0.12497583031654358, Test loss: 0.5929440529823303, Test Acc: 86.36
Epoch: 122, Train loss: 0.1238616481423378, Test loss: 0.615995122051239, Test Acc: 85.46
Epoch: 123, Train loss: 0.12202269583940506, Test loss: 0.6119068194150925, Test Acc: 86.13
Epoch: 124, Train loss: 0.12175055593252182, Test loss: 0.5763794250488281, Test Acc: 87.02
Epoch: 125, Train loss: 0.11867508292198181, Test loss: 0.6206753207206726, Test Acc: 86.24
Epoch: 126, Train loss: 0.12139017134904861, Test loss: 0.6137750810623169, Test Acc: 86.03
Epoch: 127, Train loss: 0.11884557455778122, Test loss: 0.6341279497146607, Test Acc: 85.91
Epoch: 128, Train loss: 0.11846097558736801, Test loss: 0.6298683822631836, Test Acc: 85.7
Epoch: 129, Train loss: 0.12153869867324829, Test loss: 0.6267064784049988, Test Acc: 86.53
Epoch: 130, Train loss: 0.12263038009405136, Test loss: 0.6282448251724243, Test Acc: 86.13
Epoch: 131, Train loss: 0.11891375482082367, Test loss: 0.649952738571167, Test Acc: 85.4
Epoch: 132, Train loss: 0.11958000808954239, Test loss: 0.6391926060676575, Test Acc: 85.65
Epoch: 133, Train loss: 0.11661453545093536, Test loss: 0.6142760193824768, Test Acc: 86.3
Epoch: 134, Train loss: 0.12207011133432388, Test loss: 0.6217685371398926, Test Acc: 86.21
Epoch: 135, Train loss: 0.11433965712785721, Test loss: 0.6188702838897705, Test Acc: 86.23
Epoch: 136, Train loss: 0.11961442977190018, Test loss: 0.612845386505127, Test Acc: 86.39
Epoch: 137, Train loss: 0.11927486211061478, Test loss: 0.65180611743927, Test Acc: 85.86
Epoch: 138, Train loss: 0.11744900792837143, Test loss: 0.6295725547790527, Test Acc: 86.58
Epoch: 139, Train loss: 0.12310288101434708, Test loss: 0.5985517581939698, Test Acc: 86.54
Epoch: 140, Train loss: 0.11554276943206787, Test loss: 0.6294355098724366, Test Acc: 86.02
Epoch: 141, Train loss: 0.11625657230615616, Test loss: 0.6560234704017639, Test Acc: 85.9
Epoch: 142, Train loss: 0.11596526950597763, Test loss: 0.6129486414432526, Test Acc: 86.6
Epoch: 143, Train loss: 0.11532442271709442, Test loss: 0.6246459503173828, Test Acc: 86.45
Epoch: 144, Train loss: 0.10680490732192993, Test loss: 0.6607253740310669, Test Acc: 86.22
Epoch: 145, Train loss: 0.10983436554670334, Test loss: 0.6244752388954162, Test Acc: 86.71
Epoch: 146, Train loss: 0.1132383644580841, Test loss: 0.6861607232093812, Test Acc: 85.71
Epoch: 147, Train loss: 0.11077860742807388, Test loss: 0.6577608629226684, Test Acc: 85.77
Epoch: 148, Train loss: 0.11730492115020752, Test loss: 0.6261644745826721, Test Acc: 86.2
Epoch: 149, Train loss: 0.10945814847946167, Test loss: 0.626479815864563, Test Acc: 86.24
Epoch: 150, Train loss: 0.11363030225038528, Test loss: 0.650595235824585, Test Acc: 86.35
Epoch: 151, Train loss: 0.10867231339216232, Test loss: 0.6378528113365174, Test Acc: 86.48
Epoch: 152, Train loss: 0.11200106143951416, Test loss: 0.6557567132949829, Test Acc: 86.37
Epoch: 153, Train loss: 0.10883599519729614, Test loss: 0.6362083396911621, Test Acc: 86.32
Epoch: 154, Train loss: 0.11423139274120331, Test loss: 0.6447646162033082, Test Acc: 85.96
Epoch: 155, Train loss: 0.1036456972360611, Test loss: 0.620430588054657, Test Acc: 86.51
Epoch: 156, Train loss: 0.110234335064888, Test loss: 0.6826654521942138, Test Acc: 86.34
Epoch: 157, Train loss: 0.11175455152988434, Test loss: 0.6244803050994873, Test Acc: 86.76
Epoch: 158, Train loss: 0.10435877740383148, Test loss: 0.6718928186416626, Test Acc: 85.82
Epoch: 159, Train loss: 0.10868291556835175, Test loss: 0.664863818359375, Test Acc: 85.98
Epoch: 160, Train loss: 0.1091172844171524, Test loss: 0.6729658179283142, Test Acc: 86.47
Epoch: 161, Train loss: 0.10608232766389847, Test loss: 0.6421499332427979, Test Acc: 86.25
Epoch: 162, Train loss: 0.1067189946770668, Test loss: 0.6610624137878418, Test Acc: 86.06
Epoch: 163, Train loss: 0.10542473196983337, Test loss: 0.6996207719802856, Test Acc: 86.08
Epoch: 164, Train loss: 0.11020973324775696, Test loss: 0.642981960773468, Test Acc: 86.87
Epoch: 165, Train loss: 0.10711227357387543, Test loss: 0.6717738584518432, Test Acc: 85.87
Epoch: 166, Train loss: 0.10750762373209, Test loss: 0.6450272873878479, Test Acc: 86.05
Epoch: 167, Train loss: 0.1062249168753624, Test loss: 0.6465551970481872, Test Acc: 86.02
Epoch: 168, Train loss: 0.10054470598697662, Test loss: 0.6239245630264282, Test Acc: 86.38
Epoch: 169, Train loss: 0.10251316428184509, Test loss: 0.6620880437850952, Test Acc: 86.56
Epoch: 170, Train loss: 0.10248097032308578, Test loss: 0.6845222931861877, Test Acc: 86.24
Epoch: 171, Train loss: 0.10097116976976395, Test loss: 0.6552171346664428, Test Acc: 86.24
Epoch: 172, Train loss: 0.09965645521879196, Test loss: 0.6692092331886291, Test Acc: 85.91
Epoch: 173, Train loss: 0.09817178547382355, Test loss: 0.6411239291667938, Test Acc: 86.09
Epoch: 174, Train loss: 0.10706091672182083, Test loss: 0.6544158117294312, Test Acc: 86.37
Epoch: 175, Train loss: 0.1001490131020546, Test loss: 0.6464309347629547, Test Acc: 85.77
Epoch: 176, Train loss: 0.10366407036781311, Test loss: 0.6824504149913788, Test Acc: 86.13
Epoch: 177, Train loss: 0.098873570561409, Test loss: 0.6843041591644287, Test Acc: 86.31
Epoch: 178, Train loss: 0.09900764375925064, Test loss: 0.6867199672222137, Test Acc: 85.88
Epoch: 179, Train loss: 0.09404945373535156, Test loss: 0.6866219398975373, Test Acc: 86.77
Epoch: 180, Train loss: 0.10090101510286331, Test loss: 0.710356078004837, Test Acc: 86.04
Epoch: 181, Train loss: 0.0985216572880745, Test loss: 0.6843854284286499, Test Acc: 86.31
Epoch: 182, Train loss: 0.10319410264492035, Test loss: 0.6637270958900452, Test Acc: 86.3
Epoch: 183, Train loss: 0.10247526317834854, Test loss: 0.6534277633190155, Test Acc: 86.57
Epoch: 184, Train loss: 0.09811060130596161, Test loss: 0.6551134575843811, Test Acc: 86.74
Epoch: 185, Train loss: 0.09523492306470871, Test loss: 0.7244370881319045, Test Acc: 85.99
Epoch: 186, Train loss: 0.10420583933591843, Test loss: 0.6528551074147224, Test Acc: 85.95
Epoch: 187, Train loss: 0.09912141412496567, Test loss: 0.6712677515506744, Test Acc: 85.94
Epoch: 188, Train loss: 0.09847557544708252, Test loss: 0.6575927387714386, Test Acc: 86.22
Epoch: 189, Train loss: 0.09654673933982849, Test loss: 0.6868262395858765, Test Acc: 86.76
Epoch: 190, Train loss: 0.09724501520395279, Test loss: 0.6662118782043457, Test Acc: 86.78
Epoch: 191, Train loss: 0.09554976224899292, Test loss: 0.6721037103652954, Test Acc: 86.23
Epoch: 192, Train loss: 0.10187341272830963, Test loss: 0.6760037992477417, Test Acc: 86.28
Epoch: 193, Train loss: 0.09357661753892899, Test loss: 0.7028937948226929, Test Acc: 86.11
Epoch: 194, Train loss: 0.0993000939488411, Test loss: 0.6894096998214722, Test Acc: 86.06
Epoch: 195, Train loss: 0.09729570150375366, Test loss: 0.6534675121307373, Test Acc: 86.31
Epoch: 196, Train loss: 0.10026101022958755, Test loss: 0.6588449197769165, Test Acc: 86.77
Epoch: 197, Train loss: 0.09780866652727127, Test loss: 0.6460470231056213, Test Acc: 86.95
Epoch: 198, Train loss: 0.09211906790733337, Test loss: 0.6734529318809509, Test Acc: 86.63
Epoch: 199, Train loss: 0.09612207859754562, Test loss: 0.7058298034667969, Test Acc: 86.32
Epoch: 200, Train loss: 0.0922180712223053, Test loss: 0.6554634558200836, Test Acc: 86.3
Epoch: 201, Train loss: 0.09668053686618805, Test loss: 0.7295998313903809, Test Acc: 85.25
Epoch: 202, Train loss: 0.09284093230962753, Test loss: 0.6614209676742554, Test Acc: 86.65
Epoch: 203, Train loss: 0.09465433657169342, Test loss: 0.683086650466919, Test Acc: 86.81
Epoch: 204, Train loss: 0.08913254737854004, Test loss: 0.7074466369152069, Test Acc: 86.12
Epoch: 205, Train loss: 0.09612104296684265, Test loss: 0.7031463756561279, Test Acc: 86.34
Epoch: 206, Train loss: 0.09919549524784088, Test loss: 0.6722945909500122, Test Acc: 86.87
Epoch: 207, Train loss: 0.09819259494543076, Test loss: 0.6674070987701416, Test Acc: 86.36
Epoch: 208, Train loss: 0.0924096554517746, Test loss: 0.6734866828918457, Test Acc: 86.61
Epoch: 209, Train loss: 0.09141624718904495, Test loss: 0.7068489349365235, Test Acc: 86.7
Epoch: 210, Train loss: 0.09258000552654266, Test loss: 0.6556667541503907, Test Acc: 86.73
Epoch: 211, Train loss: 0.09854722768068314, Test loss: 0.6944477865219116, Test Acc: 86.45
Epoch: 212, Train loss: 0.09070529788732529, Test loss: 0.6789963262557983, Test Acc: 86.98
Epoch: 213, Train loss: 0.0895518809556961, Test loss: 0.6758097677230835, Test Acc: 86.79
Epoch: 214, Train loss: 0.08958534896373749, Test loss: 0.7062193087577819, Test Acc: 86.7
Epoch: 215, Train loss: 0.0907718762755394, Test loss: 0.6850558879375458, Test Acc: 86.45
Epoch: 216, Train loss: 0.09143535047769547, Test loss: 0.7163184574604035, Test Acc: 86.23
Epoch: 217, Train loss: 0.09019298851490021, Test loss: 0.6967899390220642, Test Acc: 86.39
Epoch: 218, Train loss: 0.09145612269639969, Test loss: 0.6844407703578472, Test Acc: 86.08
Epoch: 219, Train loss: 0.08475477993488312, Test loss: 0.6745235558986664, Test Acc: 86.82
Epoch: 220, Train loss: 0.08438742905855179, Test loss: 0.6952596504211426, Test Acc: 86.83
Epoch: 221, Train loss: 0.09712685644626617, Test loss: 0.6782596651077271, Test Acc: 86.68
Epoch: 222, Train loss: 0.08929887413978577, Test loss: 0.6828132235050202, Test Acc: 86.36
Epoch: 223, Train loss: 0.09100035578012466, Test loss: 0.7366828109741211, Test Acc: 85.9
Epoch: 224, Train loss: 0.08856108039617538, Test loss: 0.686710347366333, Test Acc: 87.19
Epoch: 225, Train loss: 0.09103822708129883, Test loss: 0.715037588429451, Test Acc: 86.71
Epoch: 226, Train loss: 0.08935025334358215, Test loss: 0.7029639159202575, Test Acc: 87.12
Epoch: 227, Train loss: 0.08883626013994217, Test loss: 0.7850083455562592, Test Acc: 86.47
Epoch: 228, Train loss: 0.08914881944656372, Test loss: 0.7083619174957275, Test Acc: 87.1
Epoch: 229, Train loss: 0.08469927310943604, Test loss: 0.7222099662780762, Test Acc: 86.43
Epoch: 230, Train loss: 0.09075714647769928, Test loss: 0.7017476117134094, Test Acc: 86.35
Epoch: 231, Train loss: 0.08444471657276154, Test loss: 0.7436426414489746, Test Acc: 86.51
Epoch: 232, Train loss: 0.0926937386393547, Test loss: 0.6733467593193054, Test Acc: 87.32
Epoch: 233, Train loss: 0.088643379509449, Test loss: 0.6745880217552185, Test Acc: 86.92
Epoch: 234, Train loss: 0.08530939370393753, Test loss: 0.7135956134796143, Test Acc: 86.75
Epoch: 235, Train loss: 0.09354456514120102, Test loss: 0.6569477453708649, Test Acc: 87.22
Epoch: 236, Train loss: 0.0814589112997055, Test loss: 0.7352026651382446, Test Acc: 87.07
Epoch: 237, Train loss: 0.08399529755115509, Test loss: 0.7036689576148987, Test Acc: 86.88
Epoch: 238, Train loss: 0.08795113116502762, Test loss: 0.7053156498908997, Test Acc: 86.97
Epoch: 239, Train loss: 0.08302351087331772, Test loss: 0.7113981658935546, Test Acc: 86.59
Epoch: 240, Train loss: 0.0894416868686676, Test loss: 0.6470301607131957, Test Acc: 86.92
Epoch: 241, Train loss: 0.08879902958869934, Test loss: 0.7788455423355103, Test Acc: 86.1
Epoch: 242, Train loss: 0.08674127608537674, Test loss: 0.7113320791244507, Test Acc: 86.91
Epoch: 243, Train loss: 0.0891847237944603, Test loss: 0.7096682892799377, Test Acc: 86.53
Epoch: 244, Train loss: 0.08394477516412735, Test loss: 0.7225853498458862, Test Acc: 86.91
Epoch: 245, Train loss: 0.0802764892578125, Test loss: 0.7038490003585816, Test Acc: 86.79
Epoch: 246, Train loss: 0.0854170024394989, Test loss: 0.7333243119716645, Test Acc: 86.19
Epoch: 247, Train loss: 0.08425295352935791, Test loss: 0.6971615947723389, Test Acc: 86.83
Epoch: 248, Train loss: 0.0789213627576828, Test loss: 0.74347730178833, Test Acc: 86.72
Epoch: 249, Train loss: 0.0934857577085495, Test loss: 0.7170537834167481, Test Acc: 86.42
Epoch: 250, Train loss: 0.08479274809360504, Test loss: 0.7251623549461365, Test Acc: 86.53
Epoch: 251, Train loss: 0.08929438143968582, Test loss: 0.6826923457622528, Test Acc: 86.94
Epoch: 252, Train loss: 0.08232992887496948, Test loss: 0.7541028223991394, Test Acc: 86.49
Epoch: 253, Train loss: 0.08288531750440598, Test loss: 0.7488559202194214, Test Acc: 86.46
Epoch: 254, Train loss: 0.0787220448255539, Test loss: 0.6921097632408142, Test Acc: 86.93
Epoch: 255, Train loss: 0.08312216401100159, Test loss: 0.7209594676494598, Test Acc: 86.81
Epoch: 256, Train loss: 0.08050177246332169, Test loss: 0.7260197134017944, Test Acc: 86.47
Epoch: 257, Train loss: 0.08031297475099564, Test loss: 0.7000085144996643, Test Acc: 86.74
Epoch: 258, Train loss: 0.08406955748796463, Test loss: 0.6766731509208679, Test Acc: 86.59
Epoch: 259, Train loss: 0.08223214000463486, Test loss: 0.7321567947387695, Test Acc: 86.49
Epoch: 260, Train loss: 0.0825188085436821, Test loss: 0.7334341191291809, Test Acc: 86.77
Epoch: 261, Train loss: 0.07867952436208725, Test loss: 0.6900569383621216, Test Acc: 86.48
Epoch: 262, Train loss: 0.08517768234014511, Test loss: 0.715175682258606, Test Acc: 86.84
Epoch: 263, Train loss: 0.07960748672485352, Test loss: 0.679429074382782, Test Acc: 86.91
Epoch: 264, Train loss: 0.0786018893122673, Test loss: 0.7012351534843445, Test Acc: 87.13
Epoch: 265, Train loss: 0.08169025182723999, Test loss: 0.6749985919713974, Test Acc: 86.77
Epoch: 266, Train loss: 0.07877349108457565, Test loss: 0.670350541305542, Test Acc: 87.39
Epoch: 267, Train loss: 0.08034878969192505, Test loss: 0.7157920714378357, Test Acc: 86.57
Epoch: 268, Train loss: 0.08101747930049896, Test loss: 0.7571924407958984, Test Acc: 85.9
Epoch: 269, Train loss: 0.08058269321918488, Test loss: 0.7422235515594482, Test Acc: 86.53
Epoch: 270, Train loss: 0.07931984215974808, Test loss: 0.7105126413583756, Test Acc: 86.2
Epoch: 271, Train loss: 0.08102761209011078, Test loss: 0.7028248031616211, Test Acc: 87.11
Epoch: 272, Train loss: 0.07918048650026321, Test loss: 0.7177825047969818, Test Acc: 86.46
Epoch: 273, Train loss: 0.08248169720172882, Test loss: 0.6946466876029969, Test Acc: 86.65
Epoch: 274, Train loss: 0.07549344003200531, Test loss: 0.7532140569210053, Test Acc: 86.08
